creators,date,ol_id,publisher,title,trove_url,version_id,work_id
Brigid Lowry,2005,OL16320211M,"Crows Nest, N.S.W Allen & Unwin",With lots of love from Georgia Brigid Lowry.,https://trove.nla.gov.au/version/208029054,208029054,7442591
Marion Maddox,2005,OL3452332M,"Crows Nest, NSW Allen & Unwin",God under Howard the rise of the religious right in Australian politics Marion Maddox.,https://trove.nla.gov.au/version/207926756,207926756,7443072
Harry Fuecks,2003,OL22045903M,"Collingwood, Vic Sitepoint","The PHP anthology by Harry Fuecks. Vol.2, Applications.",https://trove.nla.gov.au/version/261865842,261865842,7444126
Norman Lindsay 1879-1969,2004,OL3289983M,New York New York Review Books,The magic pudding being the adventures of Bunyip Bluegum and his friends Bill Barnacle & Sam Sawnoff written and illustrated by Norman Lindsay.,https://trove.nla.gov.au/version/182028042,182028042,7454992
Roberta B. Sykes,1997,OL408758M,"St. Leonards, NSW Allen & Unwin",Snake cradle Roberta Sykes.,https://trove.nla.gov.au/version/256438411,256438411,7457074
"Clarke, John 1948-",2003,OL23271113M,New York Hyperion,The tournament John Clarke.,https://trove.nla.gov.au/version/207998026,207998026,7457960
Inga Clendinnen,2005,OL3398219M,Cambridge Cambridge University Press,Dancing with strangers Europeans and Australians at first contact Inga Clendinnen.,https://trove.nla.gov.au/version/207799396,207799396,7458219
Janette Turner Hospital 1942-,1992,OL1707739M,New York H. Holt,The last magician a novel by Janette Turner Hospital.,https://trove.nla.gov.au/version/249154023,249154023,7459892
"Deirdre Langeland 1973-|Ordaz, Frank, 1956- ill.",1998,OL699821M,"Norwalk, CT Soundprints",Kangaroo Island story of an Australian mallee forest by Deirdre Langeland ; illustrated by Frank Ordaz.,https://trove.nla.gov.au/version/184915251,184915251,7467309
"David T. Suzuki 1936-|McConnell, Amanda.|Mason, Adrienne.",2008,OL16733811M,"Crows Nest, N.S.W Allen & Unwin","The sacred balance rediscovering our place in nature David Suzuki with Amanda McConnell, and Adrienne Mason.",https://trove.nla.gov.au/version/208019514,208019514,7468143
"David T. Suzuki 1936-|McConnell, Amanda.",1999,OL30670M,Vancouver Greystone Books,The sacred balance rediscovering our place in nature David Suzuki with Amanda McConnell.,https://trove.nla.gov.au/version/257103997,257103997,7468143
Jonathan Harlen 1963-,2006,OL8907725M,Allen & Unwin,Ziggy and the PlugfishPaperback,https://trove.nla.gov.au/version/261875724,261875724,7468383
Jack Dann,1998,OL345780M,New York Bantam Books,The silent Jack Dann.,https://trove.nla.gov.au/version/177760504,177760504,7475867
Mary Durack 1913-,1983,OL22452739M,London Constable,Sons in the saddle Mary Durack.,https://trove.nla.gov.au/version/216666018,216666018,7487551
Vincent Serventy,1968,OL4321913M,[Melbourne] Nelson [(Australia),Wildlife of Australia.,https://trove.nla.gov.au/version/51435374 168624561,51435374 168624561,7488025
Vincent Serventy,1968,OL24739451M,Melbourne] Nelson [(Australia),Wildlife of Australia,https://trove.nla.gov.au/version/51435374 168624561,51435374 168624561,7488025
Richard Tulloch|Shane Nagel (Illustrator)|Shane Nagle (Illustrator),2007,OL11209679M,Walker Books for Young Readers,Freaky StuffHardcover,https://trove.nla.gov.au/version/260224687,260224687,7490725
"Kate Walker 1950-|Cox, David, 1933- ill.",1995,OL1273936M,"Greenvale, N.Y Mondo Pub.",The frog who would be king by Kate Walker ; illustrated by David Cox.,https://trove.nla.gov.au/version/260777830,260777830,7490798
Catherine Jinks,2008,OL9465328M,Harcourt Paperbacks,Evil GeniusPaperback,https://trove.nla.gov.au/version/251352771,251352771,7492135
Catherine Jinks,2007,OL7363552M,Harcourt Children's Books,Evil Genius,https://trove.nla.gov.au/version/177762295,177762295,7492135
Catherine Jinks,2005,OL8907745M,"Allen & Unwin Pty., Limited",Evil GeniusPaperback,https://trove.nla.gov.au/version/208009981,208009981,7492135
"Flannery, Tim.",2002,OL19393577M,Melbourne Text Publishing,The birth of Melbourne edited and introduced by Tim Flannery.,https://trove.nla.gov.au/version/247443091,247443091,7493364
Sara Douglass 1957-2011,2006,OL8053839M,Tor Fantasy,Pilgrim Book Five of the Wayfarer RedemptionMass Market Paperback,https://trove.nla.gov.au/version/261851188,261851188,7497164
Sara Douglass 1957-2011,2005,OL23006896M,New York Tor,Pilgrim Sara Douglass.,https://trove.nla.gov.au/version/247392809,247392809,7497164
Jennifer Fallon|Copyright Paperback Collection (Library of Congress),2004,OL3388953M,New York Bantam Books,The lion of Senet Jennifer Fallon.,https://trove.nla.gov.au/version/207784518,207784518,7498379
Jocelyn Burt,1989,OL24769903M,Boston Houghton Mifflin Co.,Australia the unique continent Jocelyn Burt,https://trove.nla.gov.au/version/259811045,259811045,7501038
"Graeme Lofts|Evergreen, Merrin J.",2006,OL26337422M,"Milton, Qld John Wiley & Sons","Science quest 1 essential learning edition Graeme Lofts, Merrin J. Evergreen ; contributing authors, Marian Gauci [and others]",https://trove.nla.gov.au/version/249147169,249147169,7501049
Graeme Lofts,2006,OL26333987M,"Milton, Qld Jacaranda",Science quest teacher support kit Graeme Lofts [and others],https://trove.nla.gov.au/version/249118505,249118505,7501049
"Queensland. Supreme Court.|Beor, Henry Rogers, d. 1880, ed.|Osborne, W. H., reporter.",1878,OL6622408M,"Brisbane Watson, Ferguson & Co.",Cases decided in the Supreme Court. Ed. by H. R. Beor ... for the Queensland Law Society. The judgments reported by Mr. W. H. Osborne. Vol. I ... 1876-1878. 39-42 Victoria.,https://trove.nla.gov.au/version/810118,810118,750126
Douglas Lockwood 1918-1980,1998,OL26654080M,Sydney Lansdowne,"We, the Aborigines Douglas Lockwood",https://trove.nla.gov.au/version/260761782,260761782,7504506
Mandy Sayer 1963-,1998,OL693139M,New York Ballantine Books,Dreamtime Alice a memoir Mandy Sayer,https://trove.nla.gov.au/version/49110325,49110325,7516053
Markus Zusak|Mondadori,2009,OL25535412M,"Milan, Italy Frassinelli",La bambina che salvava i libri Markus Zusak ; traduzione di Gian M. Giughese,https://trove.nla.gov.au/version/209736420,209736420,7520930
Markus Zusak,2007,OL22253601M,"New York, USA Alfred A. Knopf",The Book ThiefTrade Paperback,https://trove.nla.gov.au/version/184901696,184901696,7520930
,2007,OL24290235M,"New York, USA Alfred A. Knopf",The Book ThiefEpub,https://trove.nla.gov.au/version/254019594,254019594,7520930
Markus Zusak,2006,OL3396557M,"New York, USA Alfred A. Knopf",The Book Thief by Markus Zusak.Hardcover,https://trove.nla.gov.au/version/171427780,171427780,7520930
,2006,OL24287312M,"New York, USA Alfred A. Knopf",The Book ThiefLibrary Binding,https://trove.nla.gov.au/version/247382780,247382780,7520930
,2006,OL26437481M,"New York, USA Alfred A. Knopf",The Book ThiefLibrary Binding,https://trove.nla.gov.au/version/254016228,254016228,7520930
Lian Hearn 1942-,2005,OL24622902M,New York Firebird,Across the nightingale floor Journey to Inuyama Lian Hearn,https://trove.nla.gov.au/version/94128699 170135646,94128699 170135646,7522448
Lian Hearn 1942-,2005,OL24930667M,New York Firebird,Across the nightingale floor Journey to Inuyama Lian Hearn,https://trove.nla.gov.au/version/94128699 170135646,94128699 170135646,7522448
Lian Hearn 1942-,2003,OL24199402M,New York Riverhead Books,Across the nightingale floor Lian Hearn.,https://trove.nla.gov.au/version/260742830 260757350,260742830 260757350,7522448
Lian Hearn 1942-,2003,OL23650161M,New York Riverhead Books,Across the nightingale floor Lian Hearn.,https://trove.nla.gov.au/version/260742830 260757350,260742830 260757350,7522448
Lian Hearn 1942-,2002,OL3559663M,New York Riverhead Books,Across the nightingale floor Lian Hearn.,https://trove.nla.gov.au/version/49258913,49258913,7522448
John Richard Houlding,1867,OL20582122M,,"Australian capers: or, Christopher Cockle's colonial experience, by Old Boomerang",https://trove.nla.gov.au/version/3074159,3074159,7526887
John Richard Houlding,1867,OL7185650M,London G. Routledge,"Australian capers or, Christopher Cockle's colonial experience",https://trove.nla.gov.au/version/1897716,1897716,7526887
"Massey, Vincent, 1887-",1965,OL5641245M,[Toronto Canadian Centennial Pub. Co.,Great Canadians a century of achievement. Selected by Vincent Massey [and others] Illustrated by Franklin Arbuckle.,https://trove.nla.gov.au/version/209841836,209841836,7527146
Jack Dann,2003,OL3570139M,New York Tor,Jubilee Jack Dann.,https://trove.nla.gov.au/version/257098289,257098289,7530902
Robert Garran 1957-,2004,OL18888733M,"Crows Nest, NSW Allen & Unwin","True believer John Howard, George Bush and the American alliance Robert Garran.",https://trove.nla.gov.au/version/207795193,207795193,7530932
"Dent, Harry S. 1950-",1998,OL350577M,"New York, NY Simon & Schuster","The roaring 2000s building the wealth and lifestyle you desire in the greatest boom in history Harry S. Dent, Jr.",https://trove.nla.gov.au/version/49081332,49081332,7534913
Sheridan J. Coakes,2005,OL22154027M,"Milton, Qld Wiley Australia",SPSS analysis without anguish : version 12.0 for Windows Sheridan J Coakes.,https://trove.nla.gov.au/version/207889520,207889520,7536987
Lauren St John 1966-,1998,OL351645M,"Nashville, Tenn Rutledge Hill Press",Shark the biography of Greg Norman Lauren St. John.,https://trove.nla.gov.au/version/256784063,256784063,7538125
John Birmingham,2004,OL22130123M,Del Rey Books,Weapons of choice.,https://trove.nla.gov.au/version/260726435,260726435,7540172
"Jørgen Jürgensen 1780-|Hogan, James Francis, b. 185",1891,OL7085448M,London Ward & Downey,"The convict king. Being the life and adventures of Jorgen Jorgenson, monarch of Iceland, naval captain, revolutionist, British diplomatic agent, author, dramatist, preacher, political prisoner, gambler, hospital dispenser, continental traveller, explorer, editor, expatriated exile, and colonial constable. Retold by James Francis Hogan ... <With reproductions of five original drawings by Jorgen Jorgenson in the British museu",https://trove.nla.gov.au/version/260776871,260776871,7545143
"Charles Joseph Finger 1869-1941|Pitz, Henry C., 1895- illus.",1936,OL6346356M,Philadelphia The John C. Winston company,"A dog at his heel the story of Jock, an Australian sheep dog, and what befell him and his companions on a great drive by Charles J. Finger ... illustrated by Henry C. Pitz.",https://trove.nla.gov.au/version/50583629,50583629,7546292
Colin Masters,2005,OL8331767M,Not Avail,DNA and Your Body What You Need to Know about BiotechnologyHardcover,https://trove.nla.gov.au/version/207842710,207842710,7551056
Lynn Harold Hough 1877-,1920,OL6625377M,New York The Abingdon Press,The eyes of faith by Lynn Harold Hough.,https://trove.nla.gov.au/version/815611,815611,755186
Deborah Healey 1955-,2005,OL8331649M,UNSW Press,Sport And the LawPaperback,https://trove.nla.gov.au/version/208130920,208130920,7552445
Jack Dann,1995,OL783117M,New York Bantam Books,The memory cathedral a secret history of Leonardo da Vinci by Jack Dann.,https://trove.nla.gov.au/version/177756132,177756132,7561893
"Joseph Kelly Turner|Bridgers, John Luther, 1850- joint author.",1920,OL6626061M,Raleigh Edwards & Broughton printing co.,"History of Edgecombe county, North Carolina by J. Kelly Turner and Jno L. Bridgers, jr.",https://trove.nla.gov.au/version/816712,816712,756196
Peter Carey 1943-,1995,OL1131763M,New York Knopf,The unusual life of Tristan Smith a novel Peter Carey.,https://trove.nla.gov.au/version/260733374,260733374,7563062
Elizabeth Ramsay-Laye,1861,OL6626159M,"London Longman, Green, Longman, and Roberts",Social life and manners in Australia being the notes of eight years' experience by a resident ...,https://trove.nla.gov.au/version/816868,816868,756336
Isabel Massey ,1861,OL20550082M,"Longman, Green, Longman, and Roberts",Social Life and Manners in Australia: Being the Notes of Eight Years' Experience,https://trove.nla.gov.au/version/3044855,3044855,756336
Nancy Cato,1983,OL24974296M,New York New American Library,All the rivers run a novel by Nancy Cato,https://trove.nla.gov.au/version/170124743,170124743,7564392
E. Bruce Goldstein 1941-,2011,OL24798932M,Australia Wadsworth Cengage Learning,"Cognitive psychology connecting mind, research, and everyday experience E. Bruce Goldstein",https://trove.nla.gov.au/version/207982424,207982424,7564959
E. Bruce Goldstein 1941-,2008,OL24021546M,Australia Thomson Wadsworth,"Cognitive psychology connecting mind, research, and everyday experience E. Bruce Goldstein.",https://trove.nla.gov.au/version/216664767,216664767,7564959
E. Bruce Goldstein 1941-,2007,OL7651209M,Wadsworth Publishing,"Cognitive Psychology Connecting Mind, Research and Everyday Experience (with Coglab 2.0 Online Booklet)Hardcover",https://trove.nla.gov.au/version/207990689,207990689,7564959
E. Bruce Goldstein 1941-,2005,OL18839191M,"Belmont, Calif Thomson Wadsworth","Cognitive psychology connecting mind, research and everyday experience E. Bruce Goldstein.",https://trove.nla.gov.au/version/207887898,207887898,7564959
"Judith Dwyer 1951-|Stanton, Pauline, 1953-|Thiessen, Valerie, 1964-",2004,OL3302542M,New York Routledge,"Project management in health and community services Judith Dwyer, Pauline Stanton, Valerie Thiessen.",https://trove.nla.gov.au/version/207931733,207931733,7565329
"Ruth Park August 24, 1917-December 16, 2010",1982,OL4262325M,New York Atheneum,Playing beatie bow Ruth Park.,https://trove.nla.gov.au/version/50917175,50917175,7565359
"Ruth Park August 24, 1917-December 16, 2010",1982,OL22195633M,(Harmondsworth) Puffin,Playing Beatie Bow Ruth Park.,https://trove.nla.gov.au/version/208179519,208179519,7565359
Tim Winton 1960-,1995,OL1119100M,New York Scribner,The riders Tim Winton.,https://trove.nla.gov.au/version/174038198,174038198,7565623
Tim Winton 1960-,uuuu,OL24968351M,New York Simon & Schuster,The Riders Tim Winton,https://trove.nla.gov.au/version/172811114,172811114,7565623
Murray Bail 1941-,1999,OL42266M,"New York Farrar, Straus, and Giroux",Homesickness a novel Murray Bail.,https://trove.nla.gov.au/version/177763871,177763871,7566477
Judith Hodge 1963-,1997,OL673535M,"Hauppauge, N.Y Barron's Educational Series",Whales Judith Hodge.,https://trove.nla.gov.au/version/207952606,207952606,7568292
"Seaton, R. C. 1853-1915",1886,OL6626660M,Hull Wildridge & Co.,Six letters from the colonies. By R.C. Seaton.,https://trove.nla.gov.au/version/817819 1540945,817819 1540945,757181
"Seaton, R. C. 1853-1915",1886,OL7111079M,Hull Wildridge & Co.,Six letters from the colonies. By R.C. Seaton.,https://trove.nla.gov.au/version/817819 1540945,817819 1540945,757181
Catherine Jinks,2006,OL8907702M,Allen & Unwin,The RoadPaperback,https://trove.nla.gov.au/version/260769881,260769881,7572084
Robert Drewe 1943-,1991,OL1311352M,"Chippendale, Sydney, NSW Pan Macmillan Publishers",Our sunshine Robert Drewe.,https://trove.nla.gov.au/version/182025503,182025503,7573045
"Amy Fisher 1974-|Woliver, Robbie.",2004,OL3434956M,New York IUniverse,If I knew then-- Amy Fisher and Robbie Woliver.,https://trove.nla.gov.au/version/171430248,171430248,7573137
"Robert Macklin|NetLibrary, Inc",2004,OL25558588M,"Canberra, Australia Pandanus Books, Research School of Pacific and Asian Studies, the Australian National University",War babies a memoir Robert Macklin :,https://trove.nla.gov.au/version/260751071,260751071,7573776
Australia/ICOMOS,2000,OL25534272M,"Burwood, Vic Australia ICOMOS",The Burra Charter the Australia ICOMOS charter for places of cultural significance 1999 Australia ICOMOS /,https://trove.nla.gov.au/version/209756049,209756049,7575168
"G. Tyler Miller 1931-|Spoolman, Scott.",2009,OL23724498M,Australia United States,"Essentials of ecology G. Tyler Miller, Jr., Scott E. Spoolman.",https://trove.nla.gov.au/version/207993355,207993355,7576353
Catherine Jinks,2012,OL25010948M,New York Egmont USA,The paradise trap Catherine Jinks,https://trove.nla.gov.au/version/207996704,207996704,75775433
Thomas Keneally 1935-,2004,OL23272082M,New York Nan A. Talese,The tyrant's novel Thomas Keneally.,https://trove.nla.gov.au/version/117447305,117447305,7578202
Thomas Keneally,2004,OL24750389M,New York Nan A. Talese/Doubleday,The tyrant's novel Thomas Keneally,https://trove.nla.gov.au/version/168605008,168605008,7578202
Thomas Keneally 1935-,2004,OL3309506M,"Waterville, Me Wheeler",The tyrant's novel Thomas Keneally.,https://trove.nla.gov.au/version/250910018,250910018,7578202
A. W. Reed 1908-1979,1977,OL24736091M,"Terrey Hills, N.S.W Reed",Aboriginal fables and legendary tales [compiled] by A.W. Reed ; illustrated by E.H. Papps,https://trove.nla.gov.au/version/51425372 168599046,51425372 168599046,7581143
Alexander Wyclif Reed 1908-1979,1977,OL24489661M,"Terrey Hills, N.S.W Reed",Aboriginal fables and legendary tales [compiled] by A.W. Reed ; illustrated by E.H. Papps,https://trove.nla.gov.au/version/51425372 168599046,51425372 168599046,7581143
John Pilger 1939-10-09-,1998,OL3731948M,New York New Press,Hidden agendas John Pilger.,https://trove.nla.gov.au/version/208156856,208156856,7581247
John Pilger 1939-10-09-,1998,OL16930244M,London Vintage,Hidden agendas John Pilger,https://trove.nla.gov.au/version/208170120,208170120,7581247
"Kevin O'Donnell, Jr 1950-|Winger, Larry.",1997,OL6811392M,Australia Harwood Academic Publishers,The Internet for scientists Kevin O'Donnell and Larry Winger.,https://trove.nla.gov.au/version/254005866,254005866,7583038
Alexander Wyclif Reed 1908-1979,1982,OL1137525M,"Chatswood, N.S.W Reed","Aboriginal myths, legends, and fables A.W. Reed.",https://trove.nla.gov.au/version/257085823,257085823,7583452
"Cowan, James 1942-",1996,OL24377433M,"New York, NY Warner Books","A mapmaker's dream the meditations of Fra Mauro, cartographer to the court of Venice James Cowan",https://trove.nla.gov.au/version/50612183,50612183,7583990
Peter Temple 1946-,2008,OL9859038M,Vintage Canada,The Broken ShorePaperback,https://trove.nla.gov.au/version/249139119,249139119,7589625
Peter Temple 1946-,2007,OL18274702M,"New York Farrar, Straus and Giroux",The broken shore Peter Temple.,https://trove.nla.gov.au/version/168587135 249154424,168587135 249154424,7589625
Peter Temple 1946-,2007,OL24763907M,"New York Farrar, Straus and Giroux",The broken shore Peter Temple,https://trove.nla.gov.au/version/168587135 249154424,168587135 249154424,7589625
"Harris, Christine 1955-",2005,OL23141137M,New York Scholastic,Secrets Christine Harris.,https://trove.nla.gov.au/version/207922052,207922052,7602642
"Harris, Christine 1955-",2004,OL24238174M,New York Scholastic,Secrets by Christine Harris.,https://trove.nla.gov.au/version/49261266,49261266,7602642
Clinton H. Smoke,2010,OL24028608M,Australia Thomson/Delmar Learning,Company officer Clinton H. Smoke.,https://trove.nla.gov.au/version/208054245,208054245,7605505
Lisa Aronson Fontes,2008,OL12432390M,The Guilford Press,Child Abuse and Culture Working with Diverse FamiliesPaperback,https://trove.nla.gov.au/version/207887749,207887749,7605821
"Jens Christian Grøndahl 1959-|Born, Anne.",2004,OL22619279M,"Orlando Harcourt, Inc.",An altered light Jens Christian Grøndahl ; translated from the Danish by Anne Born.,https://trove.nla.gov.au/version/213924385,213924385,7605971
Emily Rodda,2005,OL22650686M,New York Scholastic,Beware the Gingerbread House Emily Rodda.,https://trove.nla.gov.au/version/207843438,207843438,7608912
"William Mulford|Silins, Halia.|Leithwood, Kenneth A.",2004,OL23722195M,Boston Kluwer Academic Publishers,"Educational leadership for organisational learning and improved student outcomes by William Mulford, Halia Silins, and Kenneth Leithwood.",https://trove.nla.gov.au/version/208158049,208158049,7610225
Bruce Chatwin 1940-1989,1988,OL10489121M,Pan Books Ltd,Songlines (Picador Books)Paperback,https://trove.nla.gov.au/version/207991179,207991179,7611070
Bruce Chatwin,1988,OL21142610M,"New York, USA Penguin Books",The Songlines Bruce Chatwin.Paperback,https://trove.nla.gov.au/version/49069477,49069477,7611070
Bruce Chatwin 1940-1989,1988,OL2399196M,"New York, N.Y., U.S.A Penguin Books",The songlines Bruce Chatwin.,https://trove.nla.gov.au/version/176683437,176683437,7611070
Bruce Chatwin 1940-1989,1987,OL2739681M,New York Viking,The songlines Bruce Chatwin.,https://trove.nla.gov.au/version/49219329,49219329,7611070
Peter Carey 1943-,1996,OL806819M,New York Vintage International,Illywhacker a novel Peter Carey.,https://trove.nla.gov.au/version/207928913,207928913,7611351
Peter Carey 1943-,1992,OL7284218M,Perennial,Illywhacker A Novel,https://trove.nla.gov.au/version/174043783,174043783,7611351
Kerry Greenwood,2002,OL23030144M,"Scottsdale, Ariz Poisoned Pen Press",The Castlemaine murders a Phryne Fisher mystery Kerry Greenwood.,https://trove.nla.gov.au/version/257113138,257113138,7612328
"M. C. Gray|Hunter, B. H.|Taylor, J. 1953-|Australian National University. Centre for Aboriginal Economic Policy Research.",2002,OL3374385M,"Canberra Centre for Aboriginal Economic Policy Research, Australian National University","Health expenditure, income and health status among indigenous and other Australians M.C. Gray, B.H. Hunter, and J. Taylor.",https://trove.nla.gov.au/version/207875224,207875224,7616482
Australian Bureau of Statistics.,1918,OL6630130M,"Melbourne McCarron, Bird & co.","The private wealth of Australia and its growth as ascertained by various methods together with a report of the war census of 1915. Prepared under instructions from the minister of state for home and territories, by G. H. Knibbs ... commonwealth statistician.",https://trove.nla.gov.au/version/823143 49260204,823143 49260204,762144
Australian Bureau of Statistics.,1918,OL24186223M,"Melbourne McCarron, Bird & co.","The private wealth of Australia and its growth as ascertained by various methods together with a report of the war census of 1915 Prepared under instructions from the minister of state for home and territories, by G. H. Knibbs ... commonwealth statistician",https://trove.nla.gov.au/version/823143 49260204,823143 49260204,762144
"Chambers, Catherine 1954-",1998,OL672295M,"Austin, Tex Raintree Steck-Vaughn",Carnival Catherine Chambers.,https://trove.nla.gov.au/version/259805287,259805287,7626308
Ronald James May,2004,OL25558293M,"Canberra, ACT Australian National University E Press",State and society in Papua New Guinea the first twenty-five years R.J. May,https://trove.nla.gov.au/version/260770068,260770068,7626334
Sheila Kitzinger 1929-,1989,OL2049688M,New York Knopf,"Breastfeeding your baby Sheila Kitzinger ; photography by Nancy Durrell McKenna ; breastfeeding advisor, Chloe Fisher.",https://trove.nla.gov.au/version/208063205,208063205,7633924
Bertil Lintner,2002,OL19203029M,"Crows Nest, NSW Allen & Unwin","Blood brothers crime, business and politics in Asia Bertil Lintner.",https://trove.nla.gov.au/version/208041557,208041557,7635317
"Joan Short|Green, Jack.|Bird, Bettina.|Wichlinski, Andrew, ill.",1997,OL978088M,"Greenvale, N.Y Mondo","Platypus by Joan Short, Jack Green, and Bettina Bird ; illustrated by Andrew Wichlinski.",https://trove.nla.gov.au/version/94079354,94079354,7635790
Ronald James May,2004,OL25556870M,"[Canberra, ACT] ANU E Press","The military and democracy in Asia and the Pacific R.J. May & Viberto Selochan, editors",https://trove.nla.gov.au/version/260767171,260767171,7644882
United States. Bureau of the Census.,uuuu,OL22067473M,"Washington For sale by the Supt. of Docs., U.S. Govt. Print. Off.",1970 census of population.,https://trove.nla.gov.au/version/252751625,252751625,7672881
Michael Blakemore 1928-,2004,OL17177325M,London Faber and Faber,Arguments with England a memoir Michael Blakemore,https://trove.nla.gov.au/version/50614635,50614635,7686739
Ernest Scott 1867-1939,1920,OL6635352M,Melbourne Macmillan,Men and thought in modern history by Ernest Scott.,https://trove.nla.gov.au/version/830603,830603,769077
Ernest Scott 1867-1939,1920,OL23319076M,Macmillan,Men and thought in modern history.,https://trove.nla.gov.au/version/3295775,3295775,769077
Gerald Malcolm Durrell 1925-1995,1971,OL7640995M,Penguin (Non-Classics),Two in the BushPaperback,https://trove.nla.gov.au/version/261875676,261875676,7691232
Gerald Malcolm Durrell 1925-1995,1966,OL5992589M,New York Viking Press,Two in the bush [by] Gerald Durrell. Illus. by B. L. Driscoll.,https://trove.nla.gov.au/version/260752054,260752054,7691232
,2011,OL25975297M,Lonely Planet,East Timor,https://trove.nla.gov.au/version/245488554,245488554,7692845
Tom Becker,2008,OL9595939M,"New York, USA Orchard Books",Darkside (Book 1)Hardcover,https://trove.nla.gov.au/version/210068768,210068768,7694188
"Ford, Michele.|Parker, Lyn.",2008,OL23673754M,"New York, NY Routledge",Women and work in Indonesia edited by Michele Ford and Lyn Parker.,https://trove.nla.gov.au/version/207999627,207999627,7699802
Fiona McIntosh 1960-,2005,OL3422514M,New York EOS,Bridge of souls Fiona McIntosh.,https://trove.nla.gov.au/version/216666509,216666509,7700394
Terri Irwin,2007,OL18292404M,New York Simon Spotlight Entertainment,Steve & me Terri Irwin.,https://trove.nla.gov.au/version/50586882,50586882,7700558
"Marsha Lifter|Adams, Marian E.",1997,OL770748M,"Huntington Beach, CA Teacher Created Materials, Inc.","Kid pix for terrified teachers authors, Marsha Lifter and Marian E. Adams.",https://trove.nla.gov.au/version/260222910,260222910,7716527
Steve Toltz 1972-,2008,OL21873559M,New York Spiegel & Grau,A fraction of the whole Steve Toltz.,https://trove.nla.gov.au/version/182017160,182017160,7732534
Steve Toltz 1972-,2008,OL24368998M,New York Spiegel & Grau,A fraction of the whole Steve Toltz,https://trove.nla.gov.au/version/50303176,50303176,7732534
Henry Yule Braddon 1863-,1920,OL6638284M,"Sydney Angus & Robertson, ltd.",American impressions by Hon. H.Y. Braddon.,https://trove.nla.gov.au/version/835328,835328,773478
Henry Yule Braddon 1863-,1920,OL7196191M,"Sydney Angus & Robertson, ltd.",American impressions,https://trove.nla.gov.au/version/1947273,1947273,773478
Frank Boreham 1871-1959|Abingdon Press.,1921,OL6638371M,New York The Abingdon Press,The home of the echoes by F.W. Boreham.,https://trove.nla.gov.au/version/835486,835486,773627
Ruth Park,1993,OL26337923M,"Ringwood, Vic., Australia Penguin Books",A fence around the cuckoo Ruth Park,https://trove.nla.gov.au/version/249111935,249111935,7736800
"Burnet, Frank Macfarlane Sir 1899-",1978,OL16356612M,London Cambridge University Press,Endurance of life the implications of genetics for human life Macfarlane Burnet,https://trove.nla.gov.au/version/249122199,249122199,7746798
Judith Clarke 1943-,2007,OL9437760M,Front Street,Night TrainPaperback,https://trove.nla.gov.au/version/182023674,182023674,7747211
Judith Clarke 1943-,2000,OL39093M,New York Holt,Night train Judith Clarke.,https://trove.nla.gov.au/version/247435961,247435961,7747211
Debra Miller,2001,OL24976083M,"Hawthorn, Vic Lonely Planet",Seattle Debra Miller,https://trove.nla.gov.au/version/170128361,170128361,7748852
Damian Harper,2013,OL26276878M,,China,https://trove.nla.gov.au/version/247445028,247445028,7749089
Simon Richmond|Lonely Planet Publications (Firm),2010,OL26301782M,"Footscray, Vic Lonely Planet","Malaysia, Singapore & Brunei Simon Richmond [and others]",https://trove.nla.gov.au/version/247428331,247428331,7749089
"Richmond, Simon.",2007,OL23084433M,"Footscray, Vic Lonely Planet","Malaysia, Singapore & Brunei.",https://trove.nla.gov.au/version/257101037,257101037,7749089
Damian Harper,2007,OL8906823M,Lonely Planet Publications,Lonely Planet ChinaPaperback,https://trove.nla.gov.au/version/260745150,260745150,7749089
Simon Richmond,2007,OL8906716M,Lonely Planet Publications,"Lonely Planet Malaysia, Singapore & BruneiPaperback",https://trove.nla.gov.au/version/260748081,260748081,7749089
Damian Harper,2005,OL8906702M,Lonely Planet Publications,Lonely Planet ChinaPaperback,https://trove.nla.gov.au/version/261861370,261861370,7749089
Chris Rowthorn,2001,OL8647692M,Lonely Planet Publications,"Lonely Planet Malaysia, Singapore and BruneiPaperback",https://trove.nla.gov.au/version/261847341,261847341,7749089
Hugh Finlay 1732-1801,1994,OL8314509M,Lonely Planet,"Lonely Planet Malaysia, Singapore and BruneiPaperback",https://trove.nla.gov.au/version/260761947,260761947,7749089
Geoff Crowther|Hugh Finlay (Editor)|Peter Turner (Editor),1991,OL8314443M,Lonely Planet Publications,"Malaysia, Singapore and BruneiPaperback",https://trove.nla.gov.au/version/261840783,261840783,7749089
Jan Ormerod,2005,OL3299091M,New York Clarion Books,Lizzie nonsense Jan Ormerod.,https://trove.nla.gov.au/version/184910996,184910996,7750804
"Victor Kelleher 1939-|King, Stephen Michael, ill",2010,OL25338170M,"North Sydney, NSW, Australia Random House Australia",Goblin in the snow Victor Kelleher and [illustrations] Stephen Michael King,https://trove.nla.gov.au/version/253998204,253998204,7753716
Rae W. Langford,2001,OL10461883M,Mosby,Navigating the Maze of Nursing Research An Interactive Learning AdventurePaperback,https://trove.nla.gov.au/version/257751696,257751696,7761253
Ann Allart Wilcock,1998,OL346670M,"Thorofare, NJ SLACK, Inc.",An occupational perspective of health Ann A. Wilcock.,https://trove.nla.gov.au/version/260228629,260228629,7762664
